date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,weekofyear,season,severity_score,high_severity,date.1,time,factory,region,shift,workers,exp,training,temp,pressure,humidity,vibration,speed,age,service_days,gas,sparks,alarm,risk,accident,clean_description,root_causes,description_length,word_count,forecast_risk_probability,risk_category,recommendation
2016-04-04,Country_02,Local_09,Metals,III,IV,Male,Employee,Manual Tools,"When it opens the suction valve of the 420-BO-01 acid pump, the cable of the same pump comes loose by pressing the 5th finger of the employee's left hand against the tubing, causing a fracture in the distal phalanx. Photos",2016,4,4,Monday,14,Autumn,3,0,2022-08-03,01:45:00,Factory_A,Industrial_Zone,Day,10.0,Senior,No,28.45,25.12,78.98,1.09,2750.41,14,322,1.65,2,On,64.93,0,when it opens the suction valve of the     bo    acid pump  the cable of the same pump comes loose by pressing the  th finger of the employee s left hand against the tubing  causing a fracture in the distal phalanx  photos,equipment_failure,222,41,0.75,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-05,Country_01,Local_06,Metals,I,III,Male,Third Party,Fall prevention (same level),"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.",2016,4,5,Tuesday,14,Autumn,1,0,2023-07-25,13:00:00,Factory_B,Industrial_Zone,Night,41.0,Senior,Yes,25.73,25.7,50.03,4.41,3904.65,8,114,2.48,2,On,42.25,0,the worker carried out the disassembly of    scaffolding bodies in the pulpomatic of the thickener d      the dismantling of the base of the scaffold  located approximately one meter high from the floor of the sump  the rivets of the anchor support of the platform were broken  causing the fall of the worker and impacting the right knee with the support that i am anchored in one of the horizontals of the scaffolding structure,"human_error, fall_slip",428,73,0.9166666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-05,Country_02,Local_05,Metals,I,III,Male,Third Party,Pressed,Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,2016,4,5,Tuesday,14,Autumn,1,0,2021-08-31,03:45:00,Factory_D,Industrial_Zone,Night,28.0,Junior,Yes,19.05,21.21,50.21,2.6,3432.94,15,362,1.03,4,Off,51.99,0,employee reports that when handling the air conditioning pressed the  nd right chirodactilo causing a contusion,other,111,16,0.94,High Risk,Perform comprehensive industrial safety inspection.
2016-04-07,Country_01,Local_03,Mining,I,II,Male,Third Party,Others,"After parking a van next to a cluster of wooden sleepers and boards, the driver, on descending, stepped on a board in which an iron nail protruded 11/2 ""long, which he did not identify as the board was submerged in a puddle of water. This accident caused a minor wound on the sole of the left foot. At the time of the accident the worker was wearing safety boots.",2016,4,7,Thursday,14,Autumn,1,0,2021-09-11,03:00:00,Factory_B,Rural,Night,39.0,Senior,Yes,13.86,18.28,70.93,3.12,2975.15,1,238,6.66,0,On,29.05,0,after parking a van next to a cluster of wooden sleepers and boards  the driver  on descending  stepped on a board in which an iron nail protruded       long  which he did not identify as the board was submerged in a puddle of water  this accident caused a minor wound on the sole of the left foot  at the time of the accident the worker was wearing safety boots,human_error,362,68,0.9366666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-08,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"During the maintenance of the locomotive N ° 16 in the workshop of level -1170, the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille, falling on the platform of the locomotive and then to the floor of the workshop from a height 1.17m generating the injury. At the time of the accident the assistant used his safety helmet and chin strap.",2016,4,8,Friday,14,Autumn,1,0,2023-02-11,12:15:00,Factory_B,Urban,Night,9.0,Junior,No,32.66,26.1,42.83,2.68,2502.47,13,191,2.87,2,On,60.46,0,during the maintenance of the locomotive n      in the workshop of level        the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille  falling on the platform of the locomotive and then to the floor of the workshop from a height     m generating the injury  at the time of the accident the assistant used his safety helmet and chin strap,fall_slip,381,62,0.92,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-04-11,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"Once the RB machine is lifted (weight 7 tn) at 15 cm from the floor level, the accidently proceeds to pull the RB machine with a key of 5 tons (maximum cap), to lay it on the floor, after advancing 70 cm horizontally, the anchor bolt (pig tail type, 5/8 ""diameter) to which the key was hooked, it breaks transversely, and with the pulling force, this key is projected onto the injured person's left shoulder causing the injury. - The injured was 1.50 meters from the key. - At the time of the incident, the assistant was 5 meters away doing order and cleaning",2016,4,11,Monday,15,Autumn,1,0,2023-05-13,11:30:00,Factory_A,Rural,Night,11.0,Junior,No,30.91,23.84,35.14,1.58,2229.99,1,190,1.05,4,Off,52.12,0,once the rb machine is lifted  weight   tn  at    cm from the floor level  the accidently proceeds to pull the rb machine with a key of   tons  maximum cap   to lay it on the floor  after advancing    cm horizontally  the anchor bolt  pig tail type       diameter  to which the key was hooked  it breaks transversely  and with the pulling force  this key is projected onto the injured person s left shoulder causing the injury    the injured was      meters from the key    at the time of the incident  the assistant was   meters away doing order and cleaning,equipment_failure,559,96,0.9033333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-11,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,"When positioning the scissor bolter N ° 09 in the East of stope 175 (40 meters from the top), the operator and his assistant verify that the ventilation sleeve will obstruct the support of the left gable, so they decide to section the sleeve and direct it towards the main corridor; the injured person decides to climb to the roof of the equipment cabin (surface: 1.5 square meters) to carry out the reinstallation of the sectioned sleeve and, without noticing, he steps on empty and falls from the equipment from a height of 2.50 meters. At the time of the accident, the operator was on the scissor bolter platform, the equipment was positioned and blocked to perform the maintenance and the assistant was wearing a safety helmet and chin strap.",2016,4,11,Monday,15,Autumn,1,0,2021-04-07,13:00:00,Factory_C,Rural,Day,49.0,Junior,Yes,40.36,31.93,72.08,3.07,3678.17,11,302,1.15,3,On,88.04,1,when positioning the scissor bolter n      in the east of stope         meters from the top   the operator and his assistant verify that the ventilation sleeve will obstruct the support of the left gable  so they decide to section the sleeve and direct it towards the main corridor  the injured person decides to climb to the roof of the equipment cabin  surface      square meters  to carry out the reinstallation of the sectioned sleeve and  without noticing  he steps on empty and falls from the equipment from a height of      meters  at the time of the accident  the operator was on the scissor bolter platform  the equipment was positioned and blocked to perform the maintenance and the assistant was wearing a safety helmet and chin strap,"equipment_failure, human_error, fall_slip",745,124,0.8733333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-14,Country_02,Local_08,Metals,I,III,Male,Employee,Pressurized Systems,"During the cleaning of the 16 ""vertical pipe using the hydrojet equipment (high pressure hose), the hose returned due to obstruction of the pipe with residue, reaching the operator who was actuating the equipment pedal .",2016,4,14,Thursday,15,Autumn,1,0,2023-06-24,05:45:00,Factory_B,Industrial_Zone,Day,47.0,Junior,Yes,32.98,25.94,47.14,2.08,2445.11,5,260,2.99,1,Off,69.75,0,during the cleaning of the     vertical pipe using the hydrojet equipment  high pressure hose   the hose returned due to obstruction of the pipe with residue  reaching the operator who was actuating the equipment pedal,"equipment_failure, human_error",218,34,0.87,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-14,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"In bypass 100 of level 1970 when the workers of the company Incimet Raul (operator of Bolter bolting team) and Rolando (assistant) retired after installing the support with helical bolt, the pink team with a mesh overhanging the gable, so the teacher tells his assistant to cut the mesh and the instant the assistant finished cutting the mesh, it suddenly rises hitting his face causing the injury described.",2016,4,14,Thursday,15,Autumn,1,0,2021-05-07,22:15:00,Factory_A,Urban,Day,44.0,Senior,No,39.43,27.92,54.22,1.11,1216.68,13,235,1.0,1,On,74.55,0,in bypass     of level      when the workers of the company incimet raul  operator of bolter bolting team  and rolando  assistant  retired after installing the support with helical bolt  the pink team with a mesh overhanging the gable  so the teacher tells his assistant to cut the mesh and the instant the assistant finished cutting the mesh  it suddenly rises hitting his face causing the injury described,human_error,407,66,0.8766666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-16,Country_01,Local_04,Mining,I,III,Male,Third Party,Others,"Being 2:40 am. Approximately, Luna - master loader of the company Incimet was carrying out the loading activity of the front in the Cruiser 771 of the 1970 level; in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side, loses balance by a movement of the ladder and falls to the floor resulting in the accident.",2016,4,16,Saturday,15,Autumn,1,0,2022-10-26,14:00:00,Factory_D,Urban,Day,9.0,Junior,Yes,18.46,18.73,59.45,2.25,3457.9,10,157,3.19,0,On,34.8,0,being      am  approximately  luna   master loader of the company incimet was carrying out the loading activity of the front in the cruiser     of the      level  in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side  loses balance by a movement of the ladder and falls to the floor resulting in the accident,fall_slip,354,62,0.9133333333333333,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-04-16,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"In moments that the worker-mechanic was the workshop of maintenance, the wire of his mining lamp is hooked with a drill hole (4.0 Kg) that was on the work table of the workshop, which fell 1.m and impacted his left foot causing a minor bruise. At the time of the accident the collaborator used his safety boots with steel toecap.",2016,4,16,Saturday,15,Autumn,1,0,2023-06-23,22:45:00,Factory_B,Urban,Night,41.0,Junior,Yes,29.31,24.8,68.05,0.51,3701.8,6,326,8.63,0,On,57.83,0,in moments that the worker mechanic was the workshop of maintenance  the wire of his mining lamp is hooked with a drill hole      kg  that was on the work table of the workshop  which fell   m and impacted his left foot causing a minor bruise  at the time of the accident the collaborator used his safety boots with steel toecap,human_error,328,60,0.8166666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-15,Country_01,Local_03,Mining,I,II,Male,Employee,Others,"In general store, while two store attendants removed the compartment a rubber mesh for material classification - 1.8 m.x1.2 m.x0.02 m .; 60 kg of weight - when lifted approx. 40 cm to position it against the edge of another mesh placed on the floor on a litter, this slightly imprisons the index finger of the right hand of one of the assistants causing a minor cutting wound. At the time of the accident the injured worker used leather gloves.",2016,4,15,Friday,15,Autumn,1,0,2022-02-12,06:45:00,Factory_A,Rural,Day,12.0,Senior,No,34.47,26.13,57.52,1.08,2017.84,18,4,8.39,1,On,55.13,0,in general store  while two store attendants removed the compartment a rubber mesh for material classification       m x    m x     m       kg of weight   when lifted approx     cm to position it against the edge of another mesh placed on the floor on a litter  this slightly imprisons the index finger of the right hand of one of the assistants causing a minor cutting wound  at the time of the accident the injured worker used leather gloves,human_error,443,76,0.9033333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-17,Country_02,Local_05,Metals,I,IV,Male,Employee,Cut,"Employee reports that when attempting to manually ingot of Zinco, on the rotary table of the L1 ingot, hit with the left hand against the angle in the structure of the ingot, by pressing the finger between the ingot and the angle.",2016,4,17,Sunday,15,Autumn,1,0,2021-03-31,06:45:00,Factory_C,Industrial_Zone,Night,48.0,Senior,Yes,34.89,26.99,54.35,2.99,3897.22,10,210,0.86,3,Off,68.93,0,employee reports that when attempting to manually ingot of zinco  on the rotary table of the l  ingot  hit with the left hand against the angle in the structure of the ingot  by pressing the finger between the ingot and the angle,human_error,229,42,0.9166666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-18,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"When moving a roll of electro-welded mesh of 95 kg of weight to place on the hopper of the truck, two operators pull the roll of mesh to bring it to the hopper of the truck at which time the imprisonment of the left hand of one of the operators between the mesh and the body of the hopper generating the described injury. At the time of the accident, both operators were wearing PVC-type safety gloves.",2016,4,18,Monday,16,Autumn,1,0,2022-02-01,07:00:00,Factory_D,Rural,Day,44.0,Junior,No,32.67,27.62,70.45,0.06,3953.32,16,87,8.27,4,On,55.41,0,when moving a roll of electro welded mesh of    kg of weight to place on the hopper of the truck  two operators pull the roll of mesh to bring it to the hopper of the truck at which time the imprisonment of the left hand of one of the operators between the mesh and the body of the hopper generating the described injury  at the time of the accident  both operators were wearing pvc type safety gloves,human_error,401,77,0.9266666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-21,Country_02,Local_02,Mining,I,V,Male,Employee,Others,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury",2016,4,21,Thursday,16,Autumn,1,0,2022-06-18,11:30:00,Factory_B,Industrial_Zone,Night,38.0,Junior,Yes,30.61,24.49,79.01,3.89,2781.91,14,86,7.26,4,Off,55.66,0,when performing cleaning with lhd in block f      at level      the operator was surprised by a rock block displacement of the side of the gallery  reaching his right leg causing him superficial injury,human_error,201,33,0.8966666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-04-22,Country_01,Local_01,Mining,I,II,Male,Third Party,Others,"the workshop at the end of the welding work in the small bolter equipment, the welder proceeds to clean the inside of a metal stool, impregnated with thinner (flammable liquid) and with the help of a hammer and screwdriver proceeds to remove the oxides, when hitting The screwdriver with the hammer produces a flash in the internal base of the stool, which produces a slight burn in the right hand of the welder. - At the time of the accident, the welder only uses a glove on the left hand ..",2016,4,22,Friday,16,Autumn,1,0,2022-09-30,19:00:00,Factory_C,Urban,Night,20.0,Junior,No,12.74,16.91,66.88,1.36,1329.25,6,109,7.27,4,Off,20.01,0,the workshop at the end of the welding work in the small bolter equipment  the welder proceeds to clean the inside of a metal stool  impregnated with thinner  flammable liquid  and with the help of a hammer and screwdriver proceeds to remove the oxides  when hitting the screwdriver with the hammer produces a flash in the internal base of the stool  which produces a slight burn in the right hand of the welder    at the time of the accident  the welder only uses a glove on the left hand,equipment_failure,489,89,0.94,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-23,Country_01,Local_04,Mining,I,III,Male,Employee,Others,"Being 12:20 pm. Approximately in NV 1680 OB5 CX 018, Mr. Cesar - Operator of mine services, in an instant that he was picking up the cat position one of the truck crane of plate ACL 804, when raising with the right hand the lower part of the cat is indexed the index finger of the left hand, between the body of the cylinder valve of the cat and the valve of the turntable that was in the upper part.",2016,4,23,Saturday,16,Autumn,1,0,2022-05-26,06:00:00,Factory_C,Urban,Day,15.0,Junior,Yes,32.27,26.95,36.96,4.17,2410.45,2,205,8.08,4,Off,59.88,0,being       pm  approximately in nv      ob  cx      mr  cesar   operator of mine services  in an instant that he was picking up the cat position one of the truck crane of plate acl      when raising with the right hand the lower part of the cat is indexed the index finger of the left hand  between the body of the cylinder valve of the cat and the valve of the turntable that was in the upper part,"equipment_failure, human_error",399,75,0.88,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-26,Country_02,Local_05,Metals,I,II,Female,Third Party,Cut,The injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass.,2016,4,26,Tuesday,17,Autumn,1,0,2021-01-27,18:00:00,Factory_D,Rural,Day,22.0,Junior,Yes,27.58,24.13,37.26,2.73,3658.85,8,170,0.56,1,Off,46.82,0,the injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass,other,130,22,0.9666666666666667,High Risk,Perform comprehensive industrial safety inspection.
2016-04-28,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Chemical substances,"after discharging sodium hydroxide and disconnecting the hose, the employee placed next to the demineralization suction pump, which was turned off, receiving projection from the pump sensor, causing a 1st degree burn.",2016,4,28,Thursday,17,Autumn,1,0,2022-10-15,00:00:00,Factory_B,Urban,Day,30.0,Senior,Yes,15.06,17.86,51.69,2.48,2540.35,18,120,2.74,4,Off,34.77,0,after discharging sodium hydroxide and disconnecting the hose  the employee placed next to the demineralization suction pump  which was turned off  receiving projection from the pump sensor  causing a  st degree burn,equipment_failure,216,32,0.9066666666666666,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-30,Country_02,Local_05,Metals,I,IV,Male,Employee,Pressed,"The employee performed the return of the load at the entrance of the debarking machine, while trying to align a cathode was pressed in his right hand.",2016,4,30,Saturday,17,Autumn,1,0,2021-01-29,01:45:00,Factory_B,Industrial_Zone,Day,28.0,Senior,No,29.29,24.0,32.7,0.25,1878.53,17,29,5.53,3,Off,45.57,0,the employee performed the return of the load at the entrance of the debarking machine  while trying to align a cathode was pressed in his right hand,equipment_failure,149,27,0.88,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-04-30,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"The injured worker begins the work of presenting the support mesh cloth on the floor, making an initial cut in the mesh of a section of 0.3 m x 2.0 m for the ponchos, originating in the remaining mesh wicks (tips with prongs) protruding. When trying to make a second mesh cut, it is positioned at the edge of the remaining mesh with wicks to prevent them from curling, at which point it tries take your shear and remove the right foot of the mesh causing the mesh to roll up and embed a wick (tip with poles) through the left boot causing the injury. At the time of the accident the worker was wearing safety boots.",2016,4,30,Saturday,17,Autumn,1,0,2022-05-17,23:30:00,Factory_C,Industrial_Zone,Night,20.0,Junior,No,33.91,26.67,74.5,3.84,1247.87,2,67,2.73,4,On,49.15,0,the injured worker begins the work of presenting the support mesh cloth on the floor  making an initial cut in the mesh of a section of     m x     m for the ponchos  originating in the remaining mesh wicks  tips with prongs  protruding  when trying to make a second mesh cut  it is positioned at the edge of the remaining mesh with wicks to prevent them from curling  at which point it tries take your shear and remove the right foot of the mesh causing the mesh to roll up and embed a wick  tip with poles  through the left boot causing the injury  at the time of the accident the worker was wearing safety boots,human_error,614,115,0.8466666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-05-01,Country_01,Local_04,Mining,I,IV,Male,Third Party,Others,"When carrying out the maneuver to increase the HQ pipe line, the driller Wilder indicates the assistant Gilton introduce the inner pipe to the drill, the assistant introduces the inner pipe and places his hand in the box of the pipe, while the driller Without noticing, he moves the pipe over the assistant's hand and opens the chuck of the rotation unit, dropping the pipe, imprisoning the injured person's right hand causing the injury.",2016,5,1,Sunday,17,Autumn,1,0,2023-07-01,20:30:00,Factory_A,Rural,Day,39.0,Senior,Yes,23.9,23.55,48.94,3.33,3974.98,3,351,8.77,1,Off,54.21,0,when carrying out the maneuver to increase the hq pipe line  the driller wilder indicates the assistant gilton introduce the inner pipe to the drill  the assistant introduces the inner pipe and places his hand in the box of the pipe  while the driller without noticing  he moves the pipe over the assistant s hand and opens the chuck of the rotation unit  dropping the pipe  imprisoning the injured person s right hand causing the injury,other,437,76,0.9033333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-05-02,Country_02,Local_05,Metals,I,IV,Female,Third Party (Remote),Chemical substances,The employee reports that climbing the access ladder to the operating room of the Ustulation was surprised by the projection of sulfuric acid.,2016,5,2,Monday,18,Autumn,1,0,2022-02-16,12:00:00,Factory_D,Urban,Night,25.0,Junior,Yes,30.58,26.97,75.13,3.62,2572.02,3,121,6.59,1,On,50.77,0,the employee reports that climbing the access ladder to the operating room of the ustulation was surprised by the projection of sulfuric acid,other,141,23,0.93,High Risk,Perform comprehensive industrial safety inspection.
2016-05-04,Country_03,Local_10,Others,I,I,Male,Third Party,Manual Tools,"When performing geological mapping activity, it was necessary to hammer a rock for analysis, at the moment when the clerk held it, a pointed fragment slipped on the third quirodactyl of the right hand causing a superficial cut.",2016,5,4,Wednesday,18,Autumn,1,0,2021-12-12,09:45:00,Factory_D,Urban,Night,28.0,Senior,Yes,18.99,23.79,79.23,2.51,2978.27,12,354,4.97,4,Off,60.64,0,when performing geological mapping activity  it was necessary to hammer a rock for analysis  at the moment when the clerk held it  a pointed fragment slipped on the third quirodactyl of the right hand causing a superficial cut,fall_slip,226,38,0.8866666666666667,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-05-04,Country_01,Local_04,Mining,I,III,Male,Employee,Others,"Being 11:30 am. approximately, in the Nv. 1940, CX-791. Mr. Francisco - Operator of the Scoop 18, observes a polyethylene pipe thrown on the road, proceeding to lower his equipment and when was found by lifting the pipe to the hook of the right gable, a piece of rock that was suspended in the lectro-welded mesh, impacting on the operator's right eyebrow, causing the injury.",2016,5,4,Wednesday,18,Autumn,1,0,2022-10-07,08:30:00,Factory_A,Rural,Day,49.0,Junior,No,14.19,16.54,58.46,4.02,1066.75,16,62,5.07,4,Off,28.47,0,being       am  approximately  in the nv        cx      mr  francisco   operator of the scoop     observes a polyethylene pipe thrown on the road  proceeding to lower his equipment and when was found by lifting the pipe to the hook of the right gable  a piece of rock that was suspended in the lectro welded mesh  impacting on the operator s right eyebrow  causing the injury,"equipment_failure, human_error",375,63,0.8866666666666667,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-05-04,Country_02,Local_05,Metals,I,III,Female,Third Party (Remote),Chemical substances,"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.",2016,5,4,Wednesday,18,Autumn,1,0,2021-05-12,22:30:00,Factory_D,Urban,Day,18.0,Senior,No,34.07,27.65,70.97,0.77,1090.41,15,315,4.62,3,On,75.67,1,when conducting inspection to evaluate activity to be carried out in the pump house of the ustulation steam station  it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler,equipment_failure,223,39,0.8733333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-05-04,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Chemical substances,"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was struck by sulfuric acid spills from a line located above the house of thermal recovery boiler pumps.",2016,5,4,Wednesday,18,Autumn,1,0,2022-02-07,17:00:00,Factory_C,Rural,Night,5.0,Senior,Yes,30.58,24.74,41.1,2.35,2239.03,10,174,8.54,4,Off,54.4,0,when conducting inspection to evaluate activity to be carried out in the pump house of the ustulation steam station  it was struck by sulfuric acid spills from a line located above the house of thermal recovery boiler pumps,equipment_failure,223,38,0.7833333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-05-05,Country_02,Local_05,Metals,I,III,Male,Third Party,Manual Tools,"The employee was sanding a piece in the Electrolysis at the end of the operation, when the protective cap of the disk spun to the back of the left hand.",2016,5,5,Thursday,18,Autumn,1,0,2021-02-07,02:15:00,Factory_A,Rural,Day,42.0,Senior,No,27.73,24.63,40.04,0.42,2391.84,12,107,0.72,0,Off,45.6,0,the employee was sanding a piece in the electrolysis at the end of the operation  when the protective cap of the disk spun to the back of the left hand,other,151,30,0.81,High Risk,Perform comprehensive industrial safety inspection.
2016-05-05,Country_02,Local_08,Metals,I,II,Male,Third Party (Remote),Manual Tools,"During the die cutting of the feeder (PEAD geomembrane blanket weld seam) to store the extruder, the stylet blade came in the direction of its left forearm, resulting in blunt short injury.",2016,5,5,Thursday,18,Autumn,1,0,2021-10-07,17:30:00,Factory_D,Rural,Night,34.0,Senior,No,17.07,18.39,58.93,2.96,1846.43,13,153,9.01,2,Off,33.81,0,during the die cutting of the feeder  pead geomembrane blanket weld seam  to store the extruder  the stylet blade came in the direction of its left forearm  resulting in blunt short injury,other,188,32,0.92,High Risk,Perform comprehensive industrial safety inspection.
2016-05-11,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"In the welding workshop of level 3620 (Ex -450 tunnel quinoa), in moments that the assistant raised a wooden strut - 3m long x 4 ""diameter - 20 Kg of weight, to place it on the work table at 1.30 m of height, treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder.",2016,5,11,Wednesday,19,Autumn,1,0,2022-11-03,22:15:00,Factory_B,Urban,Night,17.0,Senior,Yes,14.07,15.86,35.85,3.99,2999.67,13,150,6.42,2,Off,28.48,0,in the welding workshop of level       ex      tunnel quinoa   in moments that the assistant raised a wooden strut    m long x    diameter      kg of weight  to place it on the work table at      m of height  treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder,fall_slip,374,65,0.92,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-05-12,Country_01,Local_06,Metals,I,II,Male,Third Party (Remote),Chemical substances,"On Sunday, 15, the collaborator goes to the medical center saying that he had an accident 3 days ago when he performed internal maintenance work on the heat exchangers, defined as a confined space and at risk of burning with acid. When leaving the confined space, the employee removes the protective gloves without having passed through the emergency shower; At that moment, skin contact occurs with sulfates, generating the lesion.",2016,5,12,Thursday,19,Autumn,1,0,2022-06-29,06:45:00,Factory_C,Rural,Day,,Senior,No,30.86,24.59,72.74,0.06,2110.52,5,24,1.28,1,Off,45.8,0,on sunday      the collaborator goes to the medical center saying that he had an accident   days ago when he performed internal maintenance work on the heat exchangers  defined as a confined space and at risk of burning with acid  when leaving the confined space  the employee removes the protective gloves without having passed through the emergency shower  at that moment  skin contact occurs with sulfates  generating the lesion,other,431,68,0.7066666666666667,High Risk,Perform comprehensive industrial safety inspection.
2016-05-11,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"In moments that the truck of transport of personnel of the company MCEISA plate AJG-751, moved from the Nv 3300 to surface, missing 50m to reach the mouth of the Nv 3900, the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who At that time I was traveling in the truck. They raise the cabin to manually put the change in first and continue the trip, culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck. At the time of the accident the employee was wearing his safety helmet and chin strap.",2016,5,11,Wednesday,19,Autumn,1,0,2021-08-25,01:30:00,Factory_C,Rural,Night,6.0,Senior,Yes,22.53,23.73,51.49,3.35,3033.01,12,184,6.36,4,Off,48.35,0,in moments that the truck of transport of personnel of the company mceisa plate ajg      moved from the nv      to surface  missing   m to reach the mouth of the nv       the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who at that time i was traveling in the truck  they raise the cabin to manually put the change in first and continue the trip  culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck  at the time of the accident the employee was wearing his safety helmet and chin strap,"human_error, fall_slip",679,122,0.86,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-05-14,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"After completing the welding work on the backhoe bucket made for 4 hours, during which he used glass moon # 10, the welder feels a slight discomfort in the eyes, so he is transferred to the medical service for evaluation . During the accident the welder used facial mask for welding.",2016,5,14,Saturday,19,Autumn,1,0,2021-03-29,10:00:00,Factory_A,Urban,Night,6.0,Junior,No,38.38,28.09,69.39,4.9,3122.17,11,166,1.38,3,Off,63.41,0,after completing the welding work on the backhoe bucket made for   hours  during which he used glass moon       the welder feels a slight discomfort in the eyes  so he is transferred to the medical service for evaluation   during the accident the welder used facial mask for welding,other,282,47,0.92,High Risk,Perform comprehensive industrial safety inspection.
2016-05-17,Country_01,Local_11,Others,I,II,Male,Employee,Others,"When an employee of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters approximately, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened after the visit to the interior of the mine.",2016,5,17,Tuesday,20,Autumn,1,0,2021-11-15,01:45:00,Factory_C,Urban,Night,11.0,Senior,No,14.51,15.14,44.15,1.46,1503.32,4,274,4.36,1,Off,37.06,0,when an employee of milpo lima visited the facilities  when he was at level       waiting for the personnel cage to go up to level       drops of water fall from the ceiling from a height of      meters approximately  product of a slight filtration in the crown  sustained with shotcrete   a drop enters the right eye causing discomfort in the right eye  according to the employee  at the time of the accident the lenses had been removed to clean them  this happened after the visit to the interior of the mine,fall_slip,510,89,0.9033333333333333,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
